Function,Threads,Time(s),FLOP/s,Memory(Bytes)
compute_output_omp,484,0.009844,27269422273.85,25165824
compute_output_omp,485,0.007363,36456947409.34,25165824
compute_output_omp,486,0.007710,34816621523.98,25165824
compute_output_omp,487,0.005948,45131675425.61,25165824
compute_output_omp,488,0.009034,29714177689.76,25165824
compute_output_omp,489,0.009904,27103341442.01,25165824
compute_output_omp,490,0.007855,34173063005.51,25165824
compute_output_omp,491,0.008819,30437953685.93,25165824
compute_output_omp,492,0.005999,44746041922.05,25165824
compute_output_omp,493,0.008485,31636177100.86,25165824
compute_output_omp,494,0.009213,29136688236.70,25165824
compute_output_omp,495,0.011235,23892789229.09,25165824
compute_output_omp,496,0.007421,36172328819.72,25165824
compute_output_omp,497,0.008621,31137473570.69,25165824
compute_output_omp,498,0.007472,35925332062.62,25165824
compute_output_omp,499,0.007472,35926478408.46,25165824
compute_output_omp,500,0.035077,7652727677.62,25165824
